"Step","combined_9_GN1_1p - weights/sem","combined_9_GN1_1p - weights/sem__MIN","combined_9_GN1_1p - weights/sem__MAX","combined_10_GN1_1p - weights/sem","combined_10_GN1_1p - weights/sem__MIN","combined_10_GN1_1p - weights/sem__MAX","combined_8_GN1_1p - weights/sem","combined_8_GN1_1p - weights/sem__MIN","combined_8_GN1_1p - weights/sem__MAX","combined_7_GN1_1p - weights/sem","combined_7_GN1_1p - weights/sem__MIN","combined_7_GN1_1p - weights/sem__MAX","combined_6_GN1_1p - weights/sem","combined_6_GN1_1p - weights/sem__MIN","combined_6_GN1_1p - weights/sem__MAX","combined_5_GN1_1p - weights/sem","combined_5_GN1_1p - weights/sem__MIN","combined_5_GN1_1p - weights/sem__MAX","combined_4_GN1_1p - weights/sem","combined_4_GN1_1p - weights/sem__MIN","combined_4_GN1_1p - weights/sem__MAX","combined_3_GN1_1p - weights/sem","combined_3_GN1_1p - weights/sem__MIN","combined_3_GN1_1p - weights/sem__MAX","combined_2_GN1_1p - weights/sem","combined_2_GN1_1p - weights/sem__MIN","combined_2_GN1_1p - weights/sem__MAX","combined_1_GN1_1p - weights/sem","combined_1_GN1_1p - weights/sem__MIN","combined_1_GN1_1p - weights/sem__MAX"
"94","1.5033265352249146","1.5033265352249146","1.5033265352249146","1.522754430770874","1.522754430770874","1.522754430770874","1.5577515363693237","1.5577515363693237","1.5577515363693237","1.6037046909332275","1.6037046909332275","1.6037046909332275","1.5062077045440674","1.5062077045440674","1.5062077045440674","1.5185754299163818","1.5185754299163818","1.5185754299163818","1.4821501970291138","1.4821501970291138","1.4821501970291138","1.5385721921920776","1.5385721921920776","1.5385721921920776","1.5607857704162598","1.5607857704162598","1.5607857704162598","1.4672327041625977","1.4672327041625977","1.4672327041625977"
"95","1.5099833011627197","1.5099833011627197","1.5099833011627197","1.5209739208221436","1.5209739208221436","1.5209739208221436","1.5800710916519165","1.5800710916519165","1.5800710916519165","1.6019436120986938","1.6019436120986938","1.6019436120986938","1.5048569440841675","1.5048569440841675","1.5048569440841675","1.4887324571609497","1.4887324571609497","1.4887324571609497","1.4825094938278198","1.4825094938278198","1.4825094938278198","1.5550999641418457","1.5550999641418457","1.5550999641418457","1.5437695980072021","1.5437695980072021","1.5437695980072021","1.4837114810943604","1.4837114810943604","1.4837114810943604"
"96","1.5043914318084717","1.5043914318084717","1.5043914318084717","1.516701102256775","1.516701102256775","1.516701102256775","1.5684328079223633","1.5684328079223633","1.5684328079223633","1.5895291566848755","1.5895291566848755","1.5895291566848755","1.4998372793197632","1.4998372793197632","1.4998372793197632","1.4584684371948242","1.4584684371948242","1.4584684371948242","1.5001723766326904","1.5001723766326904","1.5001723766326904","1.5426584482192993","1.5426584482192993","1.5426584482192993","1.5565252304077148","1.5565252304077148","1.5565252304077148","1.4850114583969116","1.4850114583969116","1.4850114583969116"
"97","1.5214672088623047","1.5214672088623047","1.5214672088623047","1.5181111097335815","1.5181111097335815","1.5181111097335815","1.5500106811523438","1.5500106811523438","1.5500106811523438","1.598062515258789","1.598062515258789","1.598062515258789","1.4711717367172241","1.4711717367172241","1.4711717367172241","1.4707119464874268","1.4707119464874268","1.4707119464874268","1.5011357069015503","1.5011357069015503","1.5011357069015503","1.5218920707702637","1.5218920707702637","1.5218920707702637","1.543717384338379","1.543717384338379","1.543717384338379","1.4801164865493774","1.4801164865493774","1.4801164865493774"
"98","1.5311254262924194","1.5311254262924194","1.5311254262924194","1.519502878189087","1.519502878189087","1.519502878189087","1.5454363822937012","1.5454363822937012","1.5454363822937012","1.583821415901184","1.583821415901184","1.583821415901184","1.4998596906661987","1.4998596906661987","1.4998596906661987","1.4949424266815186","1.4949424266815186","1.4949424266815186","1.4891180992126465","1.4891180992126465","1.4891180992126465","1.522639513015747","1.522639513015747","1.522639513015747","1.5713311433792114","1.5713311433792114","1.5713311433792114","1.4892752170562744","1.4892752170562744","1.4892752170562744"
"99","1.5134260654449463","1.5134260654449463","1.5134260654449463","1.5228385925292969","1.5228385925292969","1.5228385925292969","1.5500880479812622","1.5500880479812622","1.5500880479812622","1.583858609199524","1.583858609199524","1.583858609199524","1.5047392845153809","1.5047392845153809","1.5047392845153809","1.5075929164886475","1.5075929164886475","1.5075929164886475","1.48264479637146","1.48264479637146","1.48264479637146","1.5176907777786255","1.5176907777786255","1.5176907777786255","1.597599744796753","1.597599744796753","1.597599744796753","1.4938244819641113","1.4938244819641113","1.4938244819641113"
"100","","","","","","","","","","","","","","","","1.5153477191925049","1.5153477191925049","1.5153477191925049","1.4822050333023071","1.4822050333023071","1.4822050333023071","1.5241340398788452","1.5241340398788452","1.5241340398788452","1.5740877389907837","1.5740877389907837","1.5740877389907837","1.486770510673523","1.486770510673523","1.486770510673523"
"101","","","","","","","","","","","","","","","","1.4915014505386353","1.4915014505386353","1.4915014505386353","1.4584399461746216","1.4584399461746216","1.4584399461746216","1.5300488471984863","1.5300488471984863","1.5300488471984863","1.5875967741012573","1.5875967741012573","1.5875967741012573","1.49468994140625","1.49468994140625","1.49468994140625"
"102","","","","","","","","","","","","","","","","1.4963860511779785","1.4963860511779785","1.4963860511779785","1.4625742435455322","1.4625742435455322","1.4625742435455322","1.5369943380355835","1.5369943380355835","1.5369943380355835","1.5828180313110352","1.5828180313110352","1.5828180313110352","1.5131504535675049","1.5131504535675049","1.5131504535675049"
"103","","","","","","","","","","","","","","","","1.495284914970398","1.495284914970398","1.495284914970398","1.4911518096923828","1.4911518096923828","1.4911518096923828","1.534578800201416","1.534578800201416","1.534578800201416","1.581634521484375","1.581634521484375","1.581634521484375","1.5106585025787354","1.5106585025787354","1.5106585025787354"
"104","","","","","","","","","","","","","","","","1.49064302444458","1.49064302444458","1.49064302444458","1.4881863594055176","1.4881863594055176","1.4881863594055176","1.545967936515808","1.545967936515808","1.545967936515808","1.580427885055542","1.580427885055542","1.580427885055542","1.5000487565994263","1.5000487565994263","1.5000487565994263"
"105","","","","","","","","","","","","","","","","1.4963511228561401","1.4963511228561401","1.4963511228561401","1.477771520614624","1.477771520614624","1.477771520614624","1.5351226329803467","1.5351226329803467","1.5351226329803467","1.5903023481369019","1.5903023481369019","1.5903023481369019","1.4951915740966797","1.4951915740966797","1.4951915740966797"
"106","","","","","","","","","","","","","","","","1.4938431978225708","1.4938431978225708","1.4938431978225708","1.459155559539795","1.459155559539795","1.459155559539795","1.5262913703918457","1.5262913703918457","1.5262913703918457","1.5713309049606323","1.5713309049606323","1.5713309049606323","1.500778079032898","1.500778079032898","1.500778079032898"
"107","","","","","","","","","","","","","","","","1.507590889930725","1.507590889930725","1.507590889930725","1.4524574279785156","1.4524574279785156","1.4524574279785156","1.5381993055343628","1.5381993055343628","1.5381993055343628","1.5403543710708618","1.5403543710708618","1.5403543710708618","1.4853421449661255","1.4853421449661255","1.4853421449661255"
"108","","","","","","","","","","","","","","","","1.5049456357955933","1.5049456357955933","1.5049456357955933","1.4467788934707642","1.4467788934707642","1.4467788934707642","1.534973382949829","1.534973382949829","1.534973382949829","1.5395684242248535","1.5395684242248535","1.5395684242248535","1.480587124824524","1.480587124824524","1.480587124824524"
"109","","","","","","","","","","","","","","","","1.5025650262832642","1.5025650262832642","1.5025650262832642","1.4647263288497925","1.4647263288497925","1.4647263288497925","1.5498498678207397","1.5498498678207397","1.5498498678207397","1.55126953125","1.55126953125","1.55126953125","1.48006010055542","1.48006010055542","1.48006010055542"
"110","","","","","","","","","","","","","","","","1.49550199508667","1.49550199508667","1.49550199508667","1.4591631889343262","1.4591631889343262","1.4591631889343262","1.5479012727737427","1.5479012727737427","1.5479012727737427","1.558665156364441","1.558665156364441","1.558665156364441","1.4964542388916016","1.4964542388916016","1.4964542388916016"
"111","","","","","","","","","","","","","","","","1.4760680198669434","1.4760680198669434","1.4760680198669434","1.4658783674240112","1.4658783674240112","1.4658783674240112","1.5701311826705933","1.5701311826705933","1.5701311826705933","1.5655382871627808","1.5655382871627808","1.5655382871627808","1.4797642230987549","1.4797642230987549","1.4797642230987549"
"112","","","","","","","","","","","","","","","","1.4808011054992676","1.4808011054992676","1.4808011054992676","1.4677177667617798","1.4677177667617798","1.4677177667617798","1.581418752670288","1.581418752670288","1.581418752670288","1.567055583000183","1.567055583000183","1.567055583000183","1.4636459350585938","1.4636459350585938","1.4636459350585938"
"113","","","","","","","","","","","","","","","","1.473525881767273","1.473525881767273","1.473525881767273","1.4760342836380005","1.4760342836380005","1.4760342836380005","1.5597094297409058","1.5597094297409058","1.5597094297409058","1.581501841545105","1.581501841545105","1.581501841545105","1.4502381086349487","1.4502381086349487","1.4502381086349487"
"114","","","","","","","","","","","","","","","","1.5137594938278198","1.5137594938278198","1.5137594938278198","1.4708887338638306","1.4708887338638306","1.4708887338638306","1.53634512424469","1.53634512424469","1.53634512424469","1.5888460874557495","1.5888460874557495","1.5888460874557495","1.440175175666809","1.440175175666809","1.440175175666809"
"115","","","","","","","","","","","","","","","","1.5124973058700562","1.5124973058700562","1.5124973058700562","1.4904636144638062","1.4904636144638062","1.4904636144638062","1.5335882902145386","1.5335882902145386","1.5335882902145386","1.5833579301834106","1.5833579301834106","1.5833579301834106","1.4684226512908936","1.4684226512908936","1.4684226512908936"
"116","","","","","","","","","","","","","","","","1.4909414052963257","1.4909414052963257","1.4909414052963257","1.4883947372436523","1.4883947372436523","1.4883947372436523","1.5382319688796997","1.5382319688796997","1.5382319688796997","1.575706958770752","1.575706958770752","1.575706958770752","1.479323387145996","1.479323387145996","1.479323387145996"
"117","","","","","","","","","","","","","","","","1.4853708744049072","1.4853708744049072","1.4853708744049072","1.473325490951538","1.473325490951538","1.473325490951538","1.5293503999710083","1.5293503999710083","1.5293503999710083","1.5789984464645386","1.5789984464645386","1.5789984464645386","1.5024656057357788","1.5024656057357788","1.5024656057357788"
"118","","","","","","","","","","","","","","","","1.506270408630371","1.506270408630371","1.506270408630371","1.4659456014633179","1.4659456014633179","1.4659456014633179","1.5165420770645142","1.5165420770645142","1.5165420770645142","1.5692286491394043","1.5692286491394043","1.5692286491394043","1.5109093189239502","1.5109093189239502","1.5109093189239502"
"119","","","","","","","","","","","","","","","","1.5028496980667114","1.5028496980667114","1.5028496980667114","1.4604662656784058","1.4604662656784058","1.4604662656784058","1.5095592737197876","1.5095592737197876","1.5095592737197876","1.563926339149475","1.563926339149475","1.563926339149475","1.524458885192871","1.524458885192871","1.524458885192871"
"120","","","","","","","","","","","","","","","","1.5051114559173584","1.5051114559173584","1.5051114559173584","1.463736653327942","1.463736653327942","1.463736653327942","1.532639980316162","1.532639980316162","1.532639980316162","1.558083176612854","1.558083176612854","1.558083176612854","1.5034441947937012","1.5034441947937012","1.5034441947937012"
"121","","","","","","","","","","","","","","","","1.4898868799209595","1.4898868799209595","1.4898868799209595","1.4501006603240967","1.4501006603240967","1.4501006603240967","1.5499074459075928","1.5499074459075928","1.5499074459075928","1.5562994480133057","1.5562994480133057","1.5562994480133057","1.500770092010498","1.500770092010498","1.500770092010498"
"122","","","","","","","","","","","","","","","","1.4864925146102905","1.4864925146102905","1.4864925146102905","1.461250901222229","1.461250901222229","1.461250901222229","1.529371738433838","1.529371738433838","1.529371738433838","1.5638723373413086","1.5638723373413086","1.5638723373413086","1.5023741722106934","1.5023741722106934","1.5023741722106934"
"123","","","","","","","","","","","","","","","","1.5000159740447998","1.5000159740447998","1.5000159740447998","1.4534956216812134","1.4534956216812134","1.4534956216812134","1.5337836742401123","1.5337836742401123","1.5337836742401123","1.5667774677276611","1.5667774677276611","1.5667774677276611","1.4989140033721924","1.4989140033721924","1.4989140033721924"
"124","","","","","","","","","","","","","","","","1.5148890018463135","1.5148890018463135","1.5148890018463135","1.4482561349868774","1.4482561349868774","1.4482561349868774","1.5368468761444092","1.5368468761444092","1.5368468761444092","1.5589815378189087","1.5589815378189087","1.5589815378189087","1.4823698997497559","1.4823698997497559","1.4823698997497559"
"125","","","","","","","","","","","","","","","","1.5131428241729736","1.5131428241729736","1.5131428241729736","1.470949649810791","1.470949649810791","1.470949649810791","1.5328389406204224","1.5328389406204224","1.5328389406204224","1.516406774520874","1.516406774520874","1.516406774520874","1.4709465503692627","1.4709465503692627","1.4709465503692627"
"126","","","","","","","","","","","","","","","","1.5029631853103638","1.5029631853103638","1.5029631853103638","1.4755961894989014","1.4755961894989014","1.4755961894989014","1.5311862230300903","1.5311862230300903","1.5311862230300903","1.5178028345108032","1.5178028345108032","1.5178028345108032","1.475650429725647","1.475650429725647","1.475650429725647"
"127","","","","","","","","","","","","","","","","1.4805947542190552","1.4805947542190552","1.4805947542190552","1.4735774993896484","1.4735774993896484","1.4735774993896484","1.5508320331573486","1.5508320331573486","1.5508320331573486","1.52934730052948","1.52934730052948","1.52934730052948","1.4576348066329956","1.4576348066329956","1.4576348066329956"
"128","","","","","","","","","","","","","","","","1.500845193862915","1.500845193862915","1.500845193862915","1.4913147687911987","1.4913147687911987","1.4913147687911987","1.5411310195922852","1.5411310195922852","1.5411310195922852","1.5311427116394043","1.5311427116394043","1.5311427116394043","1.4684386253356934","1.4684386253356934","1.4684386253356934"
"129","","","","","","","","","","","","","","","","1.5114831924438477","1.5114831924438477","1.5114831924438477","1.4626388549804688","1.4626388549804688","1.4626388549804688","1.554973840713501","1.554973840713501","1.554973840713501","1.531014084815979","1.531014084815979","1.531014084815979","1.4801304340362549","1.4801304340362549","1.4801304340362549"
"130","","","","","","","","","","","","","","","","1.5181376934051514","1.5181376934051514","1.5181376934051514","1.463966965675354","1.463966965675354","1.463966965675354","1.5600330829620361","1.5600330829620361","1.5600330829620361","1.5709806680679321","1.5709806680679321","1.5709806680679321","1.4841747283935547","1.4841747283935547","1.4841747283935547"
"131","","","","","","","","","","","","","","","","1.5090793371200562","1.5090793371200562","1.5090793371200562","1.4936498403549194","1.4936498403549194","1.4936498403549194","1.5617293119430542","1.5617293119430542","1.5617293119430542","1.55812668800354","1.55812668800354","1.55812668800354","1.5048807859420776","1.5048807859420776","1.5048807859420776"
"132","","","","","","","","","","","","","","","","1.4930052757263184","1.4930052757263184","1.4930052757263184","1.5175650119781494","1.5175650119781494","1.5175650119781494","1.5722901821136475","1.5722901821136475","1.5722901821136475","1.5511972904205322","1.5511972904205322","1.5511972904205322","1.4875496625900269","1.4875496625900269","1.4875496625900269"
"133","","","","","","","","","","","","","","","","1.5030797719955444","1.5030797719955444","1.5030797719955444","1.5076372623443604","1.5076372623443604","1.5076372623443604","1.571405291557312","1.571405291557312","1.571405291557312","1.5453373193740845","1.5453373193740845","1.5453373193740845","1.5027695894241333","1.5027695894241333","1.5027695894241333"
"134","","","","","","","","","","","","","","","","1.5259493589401245","1.5259493589401245","1.5259493589401245","1.4879134893417358","1.4879134893417358","1.4879134893417358","1.5465857982635498","1.5465857982635498","1.5465857982635498","1.5838673114776611","1.5838673114776611","1.5838673114776611","1.4971212148666382","1.4971212148666382","1.4971212148666382"
"135","","","","","","","","","","","","","","","","1.527897834777832","1.527897834777832","1.527897834777832","1.4749661684036255","1.4749661684036255","1.4749661684036255","1.5484699010849","1.5484699010849","1.5484699010849","1.5758439302444458","1.5758439302444458","1.5758439302444458","1.4914274215698242","1.4914274215698242","1.4914274215698242"
"136","","","","","","","","","","","","","","","","1.4843827486038208","1.4843827486038208","1.4843827486038208","1.4758602380752563","1.4758602380752563","1.4758602380752563","1.5615042448043823","1.5615042448043823","1.5615042448043823","1.545500636100769","1.545500636100769","1.545500636100769","1.4982149600982666","1.4982149600982666","1.4982149600982666"
"137","","","","","","","","","","","","","","","","1.4707847833633423","1.4707847833633423","1.4707847833633423","1.4688820838928223","1.4688820838928223","1.4688820838928223","1.5784456729888916","1.5784456729888916","1.5784456729888916","1.5339339971542358","1.5339339971542358","1.5339339971542358","1.4960778951644897","1.4960778951644897","1.4960778951644897"
"138","","","","","","","","","","","","","","","","1.4808534383773804","1.4808534383773804","1.4808534383773804","1.4633156061172485","1.4633156061172485","1.4633156061172485","1.5694977045059204","1.5694977045059204","1.5694977045059204","1.5055992603302002","1.5055992603302002","1.5055992603302002","1.492658019065857","1.492658019065857","1.492658019065857"
"139","","","","","","","","","","","","","","","","1.5084351301193237","1.5084351301193237","1.5084351301193237","1.467037558555603","1.467037558555603","1.467037558555603","1.581558108329773","1.581558108329773","1.581558108329773","1.506327509880066","1.506327509880066","1.506327509880066","1.4941301345825195","1.4941301345825195","1.4941301345825195"
"140","","","","","","","","","","","","","","","","1.5147461891174316","1.5147461891174316","1.5147461891174316","1.489151954650879","1.489151954650879","1.489151954650879","1.5536303520202637","1.5536303520202637","1.5536303520202637","1.542630672454834","1.542630672454834","1.542630672454834","1.502732276916504","1.502732276916504","1.502732276916504"
"141","","","","","","","","","","","","","","","","1.5097041130065918","1.5097041130065918","1.5097041130065918","1.5025465488433838","1.5025465488433838","1.5025465488433838","1.5586071014404297","1.5586071014404297","1.5586071014404297","1.5790436267852783","1.5790436267852783","1.5790436267852783","1.500555157661438","1.500555157661438","1.500555157661438"
"142","","","","","","","","","","","","","","","","1.5367825031280518","1.5367825031280518","1.5367825031280518","1.487478494644165","1.487478494644165","1.487478494644165","1.562259316444397","1.562259316444397","1.562259316444397","1.6107820272445679","1.6107820272445679","1.6107820272445679","1.4799896478652954","1.4799896478652954","1.4799896478652954"
"143","","","","","","","","","","","","","","","","1.5031691789627075","1.5031691789627075","1.5031691789627075","1.4912759065628052","1.4912759065628052","1.4912759065628052","1.5488587617874146","1.5488587617874146","1.5488587617874146","1.59476900100708","1.59476900100708","1.59476900100708","1.484108805656433","1.484108805656433","1.484108805656433"
"144","","","","","","","","","","","","","","","","1.4782569408416748","1.4782569408416748","1.4782569408416748","1.471461296081543","1.471461296081543","1.471461296081543","1.5263431072235107","1.5263431072235107","1.5263431072235107","1.6022162437438965","1.6022162437438965","1.6022162437438965","1.4771219491958618","1.4771219491958618","1.4771219491958618"
"145","","","","","","","","","","","","","","","","1.4700191020965576","1.4700191020965576","1.4700191020965576","1.447477102279663","1.447477102279663","1.447477102279663","1.5097556114196777","1.5097556114196777","1.5097556114196777","1.5898022651672363","1.5898022651672363","1.5898022651672363","1.4734476804733276","1.4734476804733276","1.4734476804733276"
"146","","","","","","","","","","","","","","","","1.508858323097229","1.508858323097229","1.508858323097229","1.4772700071334839","1.4772700071334839","1.4772700071334839","1.5210599899291992","1.5210599899291992","1.5210599899291992","1.5602703094482422","1.5602703094482422","1.5602703094482422","1.451940655708313","1.451940655708313","1.451940655708313"
"147","","","","","","","","","","","","","","","","1.495551586151123","1.495551586151123","1.495551586151123","1.4753694534301758","1.4753694534301758","1.4753694534301758","1.5022588968276978","1.5022588968276978","1.5022588968276978","1.5584431886672974","1.5584431886672974","1.5584431886672974","1.4239394664764404","1.4239394664764404","1.4239394664764404"
"148","","","","","","","","","","","","","","","","1.4880799055099487","1.4880799055099487","1.4880799055099487","1.4570151567459106","1.4570151567459106","1.4570151567459106","1.507624864578247","1.507624864578247","1.507624864578247","1.5762628316879272","1.5762628316879272","1.5762628316879272","1.428788185119629","1.428788185119629","1.428788185119629"
"149","","","","","","","","","","","","","","","","1.4859282970428467","1.4859282970428467","1.4859282970428467","1.4458534717559814","1.4458534717559814","1.4458534717559814","1.522818684577942","1.522818684577942","1.522818684577942","1.5703660249710083","1.5703660249710083","1.5703660249710083","1.4502512216567993","1.4502512216567993","1.4502512216567993"
"150","","","","","","","","","","","","","","","","1.4892858266830444","1.4892858266830444","1.4892858266830444","1.4461058378219604","1.4461058378219604","1.4461058378219604","1.5350205898284912","1.5350205898284912","1.5350205898284912","1.5778340101242065","1.5778340101242065","1.5778340101242065","1.483259916305542","1.483259916305542","1.483259916305542"
"151","","","","","","","","","","","","","","","","1.4909652471542358","1.4909652471542358","1.4909652471542358","1.4537984132766724","1.4537984132766724","1.4537984132766724","1.5384734869003296","1.5384734869003296","1.5384734869003296","1.5523767471313477","1.5523767471313477","1.5523767471313477","1.4967319965362549","1.4967319965362549","1.4967319965362549"
"152","","","","","","","","","","","","","","","","1.5066722631454468","1.5066722631454468","1.5066722631454468","1.4670389890670776","1.4670389890670776","1.4670389890670776","1.5434215068817139","1.5434215068817139","1.5434215068817139","1.5457570552825928","1.5457570552825928","1.5457570552825928","1.4887357950210571","1.4887357950210571","1.4887357950210571"
"153","","","","","","","","","","","","","","","","1.5073375701904297","1.5073375701904297","1.5073375701904297","1.4497778415679932","1.4497778415679932","1.4497778415679932","1.543367862701416","1.543367862701416","1.543367862701416","1.5457661151885986","1.5457661151885986","1.5457661151885986","1.4650640487670898","1.4650640487670898","1.4650640487670898"
"154","","","","","","","","","","","","","","","","1.4949636459350586","1.4949636459350586","1.4949636459350586","1.4580819606781006","1.4580819606781006","1.4580819606781006","1.52704918384552","1.52704918384552","1.52704918384552","1.5615099668502808","1.5615099668502808","1.5615099668502808","1.4721359014511108","1.4721359014511108","1.4721359014511108"
"155","","","","","","","","","","","","","","","","1.4910221099853516","1.4910221099853516","1.4910221099853516","1.467706322669983","1.467706322669983","1.467706322669983","1.5368764400482178","1.5368764400482178","1.5368764400482178","1.56879460811615","1.56879460811615","1.56879460811615","1.4781006574630737","1.4781006574630737","1.4781006574630737"
"156","","","","","","","","","","","","","","","","1.5034013986587524","1.5034013986587524","1.5034013986587524","1.4761511087417603","1.4761511087417603","1.4761511087417603","1.5228898525238037","1.5228898525238037","1.5228898525238037","1.5549389123916626","1.5549389123916626","1.5549389123916626","1.5054489374160767","1.5054489374160767","1.5054489374160767"
"157","","","","","","","","","","","","","","","","1.4940595626831055","1.4940595626831055","1.4940595626831055","1.487931251525879","1.487931251525879","1.487931251525879","1.518140196800232","1.518140196800232","1.518140196800232","1.545753002166748","1.545753002166748","1.545753002166748","1.489997386932373","1.489997386932373","1.489997386932373"
"158","","","","","","","","","","","","","","","","1.5141445398330688","1.5141445398330688","1.5141445398330688","1.4962759017944336","1.4962759017944336","1.4962759017944336","1.5123076438903809","1.5123076438903809","1.5123076438903809","1.5308408737182617","1.5308408737182617","1.5308408737182617","1.4788600206375122","1.4788600206375122","1.4788600206375122"
"159","","","","","","","","","","","","","","","","1.4988911151885986","1.4988911151885986","1.4988911151885986","1.47459876537323","1.47459876537323","1.47459876537323","1.5190761089324951","1.5190761089324951","1.5190761089324951","1.5127804279327393","1.5127804279327393","1.5127804279327393","1.4709844589233398","1.4709844589233398","1.4709844589233398"
"160","","","","","","","","","","","","","","","","1.4938786029815674","1.4938786029815674","1.4938786029815674","1.4796520471572876","1.4796520471572876","1.4796520471572876","1.5174543857574463","1.5174543857574463","1.5174543857574463","1.5198699235916138","1.5198699235916138","1.5198699235916138","1.4593122005462646","1.4593122005462646","1.4593122005462646"
"161","","","","","","","","","","","","","","","","1.4692318439483643","1.4692318439483643","1.4692318439483643","1.4764142036437988","1.4764142036437988","1.4764142036437988","1.5273432731628418","1.5273432731628418","1.5273432731628418","1.5212732553482056","1.5212732553482056","1.5212732553482056","1.4558969736099243","1.4558969736099243","1.4558969736099243"
"162","","","","","","","","","","","","","","","","1.4888371229171753","1.4888371229171753","1.4888371229171753","1.4716079235076904","1.4716079235076904","1.4716079235076904","1.5440590381622314","1.5440590381622314","1.5440590381622314","1.5341532230377197","1.5341532230377197","1.5341532230377197","1.470401644706726","1.470401644706726","1.470401644706726"
"163","","","","","","","","","","","","","","","","1.5007506608963013","1.5007506608963013","1.5007506608963013","1.4744141101837158","1.4744141101837158","1.4744141101837158","1.5468006134033203","1.5468006134033203","1.5468006134033203","1.5393540859222412","1.5393540859222412","1.5393540859222412","1.4993964433670044","1.4993964433670044","1.4993964433670044"
"164","","","","","","","","","","","","","","","","1.497690200805664","1.497690200805664","1.497690200805664","1.4903041124343872","1.4903041124343872","1.4903041124343872","1.5270161628723145","1.5270161628723145","1.5270161628723145","1.549085021018982","1.549085021018982","1.549085021018982","1.49181067943573","1.49181067943573","1.49181067943573"
"165","","","","","","","","","","","","","","","","1.48302161693573","1.48302161693573","1.48302161693573","1.5086334943771362","1.5086334943771362","1.5086334943771362","1.5220553874969482","1.5220553874969482","1.5220553874969482","1.5696074962615967","1.5696074962615967","1.5696074962615967","1.4863660335540771","1.4863660335540771","1.4863660335540771"
"166","","","","","","","","","","","","","","","","1.461928129196167","1.461928129196167","1.461928129196167","1.5102167129516602","1.5102167129516602","1.5102167129516602","1.5206056833267212","1.5206056833267212","1.5206056833267212","1.5467579364776611","1.5467579364776611","1.5467579364776611","1.4808605909347534","1.4808605909347534","1.4808605909347534"
"167","","","","","","","","","","","","","","","","1.4503768682479858","1.4503768682479858","1.4503768682479858","1.5090311765670776","1.5090311765670776","1.5090311765670776","1.5115338563919067","1.5115338563919067","1.5115338563919067","1.5555914640426636","1.5555914640426636","1.5555914640426636","1.481466293334961","1.481466293334961","1.481466293334961"
"168","","","","","","","","","","","","","","","","1.4580029249191284","1.4580029249191284","1.4580029249191284","1.4914134740829468","1.4914134740829468","1.4914134740829468","1.515773057937622","1.515773057937622","1.515773057937622","1.5305529832839966","1.5305529832839966","1.5305529832839966","1.4821999073028564","1.4821999073028564","1.4821999073028564"
"169","","","","","","","","","","","","","","","","1.4658479690551758","1.4658479690551758","1.4658479690551758","1.4770698547363281","1.4770698547363281","1.4770698547363281","1.5112531185150146","1.5112531185150146","1.5112531185150146","1.5287920236587524","1.5287920236587524","1.5287920236587524","1.461848497390747","1.461848497390747","1.461848497390747"
"170","","","","","","","","","","","","","","","","1.4596202373504639","1.4596202373504639","1.4596202373504639","1.4682344198226929","1.4682344198226929","1.4682344198226929","1.5238975286483765","1.5238975286483765","1.5238975286483765","1.5260788202285767","1.5260788202285767","1.5260788202285767","1.4561244249343872","1.4561244249343872","1.4561244249343872"
"171","","","","","","","","","","","","","","","","1.443360686302185","1.443360686302185","1.443360686302185","1.480747938156128","1.480747938156128","1.480747938156128","1.5125526189804077","1.5125526189804077","1.5125526189804077","1.5533740520477295","1.5533740520477295","1.5533740520477295","1.4666774272918701","1.4666774272918701","1.4666774272918701"
"172","","","","","","","","","","","","","","","","1.4234037399291992","1.4234037399291992","1.4234037399291992","1.4813038110733032","1.4813038110733032","1.4813038110733032","1.5280261039733887","1.5280261039733887","1.5280261039733887","1.5496480464935303","1.5496480464935303","1.5496480464935303","1.4700510501861572","1.4700510501861572","1.4700510501861572"
"173","","","","","","","","","","","","","","","","1.4590176343917847","1.4590176343917847","1.4590176343917847","1.4680451154708862","1.4680451154708862","1.4680451154708862","1.5084483623504639","1.5084483623504639","1.5084483623504639","1.55057692527771","1.55057692527771","1.55057692527771","1.477272868156433","1.477272868156433","1.477272868156433"
"174","","","","","","","","","","","","","","","","1.4734236001968384","1.4734236001968384","1.4734236001968384","1.4613215923309326","1.4613215923309326","1.4613215923309326","1.4898734092712402","1.4898734092712402","1.4898734092712402","1.5426740646362305","1.5426740646362305","1.5426740646362305","1.479288101196289","1.479288101196289","1.479288101196289"
"175","","","","","","","","","","","","","","","","1.5044833421707153","1.5044833421707153","1.5044833421707153","1.4883052110671997","1.4883052110671997","1.4883052110671997","1.48067045211792","1.48067045211792","1.48067045211792","1.5550228357315063","1.5550228357315063","1.5550228357315063","1.4744857549667358","1.4744857549667358","1.4744857549667358"
"176","","","","","","","","","","","","","","","","1.4836074113845825","1.4836074113845825","1.4836074113845825","1.4961602687835693","1.4961602687835693","1.4961602687835693","1.4794260263442993","1.4794260263442993","1.4794260263442993","1.544714331626892","1.544714331626892","1.544714331626892","1.4695357084274292","1.4695357084274292","1.4695357084274292"
"177","","","","","","","","","","","","","","","","1.48979914188385","1.48979914188385","1.48979914188385","1.4967846870422363","1.4967846870422363","1.4967846870422363","1.502366542816162","1.502366542816162","1.502366542816162","1.5675803422927856","1.5675803422927856","1.5675803422927856","1.4821118116378784","1.4821118116378784","1.4821118116378784"
